´úÂë,2.²úÆ·´úÂë1,2.²úÆ·´úÂë2,2.²úÆ·´úÂë3,2.²úÆ·´úÂë4,2.²úÆ·´úÂë5,5.¼ÆÁ¿µ¥Î»1,5.¼ÆÁ¿µ¥Î»2,5.¼ÆÁ¿µ¥Î»3,5.¼ÆÁ¿µ¥Î»4,5.¼ÆÁ¿µ¥Î»5,6.Êµ¼Ê²úÁ¿1,6.Êµ¼Ê²úÁ¿2,6.Êµ¼Ê²úÁ¿3,6.Êµ¼Ê²úÁ¿4,6.Êµ¼Ê²úÁ¿5,2.Ô­¸¨²ÄÁÏ´úÂë1,2.Ô­¸¨²ÄÁÏ´úÂë2,2.Ô­¸¨²ÄÁÏ´úÂë3,2.Ô­¸¨²ÄÁÏ´úÂë4,2.Ô­¸¨²ÄÁÏ´úÂë5,3.¼ÆÁ¿µ¥Î»1,3.¼ÆÁ¿µ¥Î»2,3.¼ÆÁ¿µ¥Î»3,3.¼ÆÁ¿µ¥Î»4,3.¼ÆÁ¿µ¥Î»5,4.Êµ¼ÊÊ¹ÓÃÁ¿1,4.Êµ¼ÊÊ¹ÓÃÁ¿2,4.Êµ¼ÊÊ¹ÓÃÁ¿3,4.Êµ¼ÊÊ¹ÓÃÁ¿4,4.Êµ¼ÊÊ¹ÓÃÁ¿5,6.Áò·Ý£¨Ô­Ãº£©,6.Áò·Ý£¨Ï´¾«Ãº£©,6.Áò·Ý£¨ÆäËûÏ´Ãº£©,6.Áò·Ý£¨ÐÍÃº£©,6.Áò·Ý£¨½¹Ì¿£©,6.Áò·Ý£¨½¹Â¯ÃºÆø£©,6.Áò·Ý£¨¸ßÂ¯ÃºÆø£©,6.Áò·Ý£¨ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯ÌìÈ»Æø*£©,6.Áò·Ý£¨Òº»¯Ê¯ÓÍÆø*£©,6.Áò·Ý£¨Á¶³§¸ÉÆø*£©,6.Áò·Ý£¨Ô­ÓÍ*£©,6.Áò·Ý£¨ÆûÓÍ*£©,6.Áò·Ý£¨ÃºÓÍ*£©,6.Áò·Ý£¨²ñÓÍ*£©,6.Áò·Ý£¨È¼ÁÏÓÍ*£©,6.Áò·Ý£¨ÆäËûÈ¼ÁÏ*£©,7.»Ò·Ý£¨Ô­Ãº£©,7.»Ò·Ý£¨Ï´¾«Ãº£©,7.»Ò·Ý£¨ÆäËûÏ´Ãº£©,7.»Ò·Ý£¨ÐÍÃº£©
520123100235G121576046100,321011,,,,,¶Ö,,,,,18000,,,,,321001,321009,,,,¶Ö,¶Ö,,,,36000,23400,,,,,,,,0.5,,,,,,,,,,,,,,,,
520123100235G175017947600,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,3000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,4500,3000,500,,,3,,,,,,,,,,,,,,,,,20,,,
520123100236G170960104900,3111201099,,,,,¶Ö,,,,,60000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,42000,6000,18000,,,2.37,,,,,,,,,,,,,,,,,19.17,,,
520123100236G170960143600,3111201099,,,,,¶Ö,,,,,12700,,,,,61001,311101,311105,,,¶Ö,¶Ö,¶Ö,,,1738,8890,2700,,,2.37,,,,,,,,,,,,,,,,,18,,,
520123100236G175019465X00,373240,,,,,Ç§¿Ë,,,,,211000,,,,,373201,,,,,ÍòÌ×,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,
520123100236G1X2236813x00,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,15000,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,22500,15000,2000,,,3,,,,,,,,,,,,,,,,,20,,,
520123101001G1520123G0001,1351110102,,,,,¶Ö,,,,,375,,,,,135101,,,,,Í·,,,,,3000,,,,,3.5,,,,,,,,,,,,,,,,,20,,,
520123101003G121443177000,,,,,,¶Ö,¶Ö,,,,2.7,0.2,,,,,,,,,¶Ö,¶Ö,,,,2.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,
520123101003G121447039000,,,,,,¶Ö,,,,,20,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,6.4,6,4.4,,,3,,,,,,,,,,,,,,,,,20,,,
520123101003G1520123G0051,302799,,,,,¶Ö,,,,,100,,,,,266510,,266521,,,¶Ö,¶Ö,¶Ö,,,75,25,20,,,,,,,,,,,,,,,,,,,,,,,
520123101003G172210442600,2720219008,,,,,Ö§¨MÇ§¿Ë,¶Ö,,,,1000000,408,,,,271005,,,,,¶Ö,¶Ö,,,,500,340,,,,2.5,,,,,,,,,,,,,,,,,20,,,
520123101003G172211669700,,,,,,¶Ö,¶Ö,,,,76.5,63.5,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,20,12,15,15,,3,,,,,,,,,,,,,,,,,20,,,
520123101003G172216771800,,,,,,¶Ö,,,,,38.7,,,,,,,,,,¶Ö,¶Ö,,,,3.2,3.1,,,,3,,,,,,,,,,,,,,,,,20,,,
520123101003G173096566400,,,,,,¶Ö,¶Ö,¶Ö,,,45,8.3,1.5,,,,,,,,¶Ö,¶Ö,¶Ö,,,8.5,2.5,4,,,,,,,,,,,,,,,,,,,,,,,
520123101003G174113024000,261101,,,,,¶Ö,,,,,60,,,,,261428,,,,,¶Ö,,,,,80,,,,,5,,,,,,,,,,,,,,,,,20,,,
520123101003G174570586500,,,,,,¶Ö,,,,,80,,,,,261428,273001,,,,¶Ö,¶Ö,,,,70,17,,,,,,,,,,,,,,,,,,,,,,,,
520123101003G175017155400,22210301,30305399,,,,¶Ö,¶Ö,,,,60,67,,,,406110,406202,,,,¶Ö,¶Ö,¶Ö,,,48,13,97,,,,,,,,,,,,,,,,,,,,,,,
520123101003G176605648900,303051,,,,,¶Ö,,,,,110,,,,,,,,,,¶Ö,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,
520123101003G1L0329917800,2511113199,,,,,¶Ö,,,,,156,,,,,432001,,,,,¶Ö,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,
520123101003G1L1286821300,302799,,,,,¶Ö,,,,,300,,,,,313406,261203,,,,¶Ö,¶Ö,,,,330,70,,,,,,,,,,,,,,,,,,,,,,,,
520123101003G1L1287091100,302799,,,,,¶Ö,,,,,250,,,,,266510,,,,,¶Ö,¶Ö,¶Ö,,,230,60,50,,,,,,,,,,,,,,,,,,,,,,,
520123101202G121576139200,316531,,,,,Ç§¿Ë,,,,,3600000,,,,,101303,,,,,¶Ö,,,,,4680,,,,,5,,,,,,,,,,,,,,,,,18,,,
520123101202G1520123G0002,1351110102,,,,,¶Ö,,,,,393.75,,,,,135101,,,,,Í·,,,,,3150,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123101202G1520123G0004,1351110102,,,,,¶Ö,,,,,562.5,,,,,135101,,,,,Í·,,,,,4500,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123101202G174572121600,3111201099,,,,,¶Ö,,,,,60000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,42000,6000,15000,,,2.37,,,,,,,,,,,,,,,,,18,,,
520123101202G175016073200,316530,,,,,Ç§¿Ë,,,,,2500000,,,,,101303,,,,,¶Ö,,,,,3000,,,,,5,,,,,,,,,,,,,,,,,20,,,
520123101204G178546845400,139161,,,,,¶Ö,,,,,100,,,,,139104,,,,,¶Ö,,,,,90,,,,,5,,,,,,,,,,,,,,,,,20,,,
520123101205G175017286400,61021,,,,,¶Ö,,,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123101206G177530845700,312330,,,,,Æ½·½Ã×/¶Ö,,,,,60000,,,,,312301,312302,,,,¶Ö,¶Ö,¶Ö,,,150,20,800,,,,,,,,,,,,,,,,,,,,,,,
520123101207G162220401600,,,,,,¶Ö,¶Ö,,,,224,180,,,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,300,200,300,150,,2.5,,,,,,,,,,,,,,,,,16,,,
520123101207G162220408300,,,,,,¶Ö,,,,,265,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,26,18,22,,,,,,,,,,,,,,,,,,,,,,,
520123101218G162220202900,,,,,,¶Ö,¶Ö,,,,60,84,,,,,,,,,¶Ö,¶Ö,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,
520123101218G166299789000,316531,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,1700,,,,,3.8,,,,,,,,,,,,,,,,,20,,,
520123101218G172217761700,,,,,,Íò¼þ,,,,,1000,,,,,,,,,,¶Ö,¶Ö,,,,20,100,,,,,,,,,,,,,,,,,,,,,,,,
520123101218G177534196X00,31763001,,,,,Ç§¿Ë,,,,,2200000,,,,,331601,311103,,,,¶Ö,¶Ö,,,,2530,154,,,,2,,,,,,,,,,,,,,,,,19,,,
520123101219G170968077900,3161207001,,,,,Ç§¿Ë,,,,,100000,,,,,175701,371103,266510,,,¶Ö,¶Ö,¶Ö,,,75,5,20,,,,,,,,,,,,,,,,,,,,,,,
520123101219G175017564300,26633502,26633501,,,,¶Ö,¶Ö,,,,120,30,,,,,,,,,¶Ö,¶Ö,,,,130,60,,,,,,,,,,,,,,,,,,,,,,,,
520123101219G177057756x00,3111204301,,,,,¶Ö,,,,,8875,,,,,61001,91601,311101,,,¶Ö,¶Ö,¶Ö,,,2000,4200,4500,,,3,,,,,,,,,,,,,,,,,18,,,
520123101219G177530151100,2662211101,,,,,¶Ö,,,,,103,,,,,394007,,,,,¶Ö,¶Ö,¶Ö,,,200,0.6,70,,,,,,,,,,,,,,,,,,,,,,,
520123101219G177530231100,316531,,,,,Ç§¿Ë,,,,,1880000,,,,,315201,,,,,¶Ö,,,,,2444,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123101219G178546243100,44305101,,,,,¼ª½¹,,,,,1.59,,,,,267111,443001,,,,¶Ö,¶Ö,,,,20000,600,,,,3,,,,,,,,,,,,,,,,,20,,,
520123101220G162220293400,13184002,,,,,¶Ö,,,,,18,,,,,,,,,,¶Ö,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,
520123101223G177530555500,61021,,,,,¶Ö,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123102001G1520123G0003,1351110102,,,,,¶Ö,,,,,437.5,,,,,135101,,,,,Í·,,,,,3500,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123102201G1520123G0072,31479099,,,,,Ç§¿Ë,,,,,20000,,,,,314502,,,,,¶Ö,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
520123102202G121576058400,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,4300,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,4300,6450,600,,,3,,,,,,,,,,,,,,,,,20,,,
520123102202G172216833100,3111201099,,,,,¶Ö,,,,,27302,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,23479,5460,5060,,,3.2,,,,,,,,,,,,,,,,,19.5,,,
520123102203G170960121700,3165312001,,,,,Ç§¿Ë,,,,,500000,,,,,315201,,,,,¶Ö,,,,,580,,,,,2.5,,,,,,,,,,,,,,,,,20,,,
520123102203G175538009900,2611580101,,,,,¶Ö,,,,,15000,,,,,324002,324006,,,,¶Ö,¶Ö,,,,12000,15000,,,,,,,,0.4,,,,,,,,,,,,,,,,
520123102212G179880088200,2620130101,,,,,¶Ö,,,,,2200,,,,,102002,262202,,,,¶Ö,¶Ö,,,,800,770,,,,5,,,,,,,,,,,,,,,,,20,,,
520123102213G174112502X00,3111201099,,,,,¶Ö,,,,,30000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,21000,4000,9000,,,3,,,,,,,,,,,,,,,,,26,,,
520123102214G179105838X00,2616010301,,,,,¶Ö,,,,,15000,,,,,,,,,,¶Ö,,,,,15000,,,,,3,,,,,,,,,,,,,,,,,20,,,
520123103001G177058681000,1351110102,,,,,¶Ö,,,,,150,,,,,135101,,,,,Í·,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,
520123103203G176605930500,61021,,,,,¶Ö,,,,,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123103205G174573684800,61021,,,,,¶Ö,,,,,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123103215G175538056600,3111201099,,,,,¶Ö,,,,,23000,,,,,311101,61001,311105,,,¶Ö,¶Ö,¶Ö,,,16100,4600,3450,,,3,,,,,,,,,,,,,,,,,26,,,
520123103215G176139799700,61021,,,,,¶Ö,,,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123103216G176605846800,61021,,,,,¶Ö,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123103221G176139306400,61021,,,,,¶Ö,,,,,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123103221G176139977300,61021,,,,,¶Ö,,,,,44000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123200201G1X2236862300,316510,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,2500,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123200204G173095810600,316510,,,,,Ç§¿Ë,,,,,2000000,,,,,101303,,,,,¶Ö,,,,,2500,,,,,2.6,,,,,,,,,,,,,,,,,20,,,
520123200205G170960175100,61021,,,,,¶Ö,,,,,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123200213G177530154600,316510,,,,,Ç§¿Ë,,,,,1000000,,,,,101303,,,,,¶Ö,,,,,1200,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123200215G167073750300,316510,,,,,Ç§¿Ë,,,,,1000000,,,,,101303,,,,,¶Ö,,,,,1200,,,,,2,,,,,,,,,,,,,,,,,18,,,
520123200216G174570924100,61021,,,,,¶Ö,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123200217G176605349900,61021,,,,,¶Ö,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123200218G176139924700,61021,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123202212G1L1286150500,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,1600,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,2400,1000,600,,,3,,,,,,,,,,,,,,,,,20,,,
520123202213G178018349200,2611421001,,,,,¶Ö,,,,,7,,,,,266614,,,,,¶Ö,,,,,1050,,,,,5,,,,,,,,,,,,,,,,,21,,,
520123202213G1L1286149200,3131101101,,,,,Ç§¿é/Ç§¿Ë,,,,,1600,,,,,313102,313101,312303,,,¶Ö,¶Ö,¶Ö,,,2400,1600,300,,,3,,,,,,,,,,,,,,,,,20,,,
520123203204G176139921200,61021,,,,,¶Ö,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123204203G172214685300,61021,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520123205211G176139590800,61021,,,,,¶Ö,,,,,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G121440038400,2611580101,26532002,2657011103,2614212102,26144501,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,29746.43,16472.16,7564.02,7564.02,20201.3,101101,261413,261310,261405,261428,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,654464.38,12336.68,4867.99,4859.96,2687.14,5,,,,,,,,,,,,,,,,,32.8,,,
520181000000G121440043X00,,,,2710182002,,´ü¨MÇ§¿Ë,¶Ö,¶Ö,¶Ö,¶Ö,133.695,144.414,42.6627,8,6.26,271001,271001,271001,271001,271005,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,39.78,4,2.57,0.95,282.15,,,,,,0.9,,,,,,,,,,,,,,,
520181000000G121440259000,4410111002,,,,,ÍòÇ§ÍßÐ¡Ê±,,,,,248833,,,,,,,,,,,,,,,,,,,,3.84,,,,,,,,,,,,,,,,,39.88,,,
520181000000G121440556400,26201101,26200102,2614210101,,,¶Ö,¶Ö,¶Ö,,,253684,1774,5185,,,61002,,,,,¶Ö,,,,,181029,,,,,3.24,,,,,,,,,,,,,,,,,28.59,,,
520181000000G121441173700,2664110199,2664110102,2664200102,2664200104,,¶Ö,¶Ö,Ö§¨MÇ§¿Ë,Ö§¨MÇ§¿Ë,,10000,20000,6000,800,,,,,,,¶Ö,Ç§¿Ë,¶Ö,¶Ö,¶Ö,27000,400000,35,40,30,4.32,,,,,,,,,,,,,,,,,32.72,,,
520181000000G121442712200,32610103,,,,,¶Ö,,,,,2623.39,,,,,324007,,,,,¶Ö,,,,,6011.31,,,,,,,,,0.9,,,,,,,,,,,,,,,,
520181000000G121578011200,901070202,,,,,¶Ö,,,,,15000,,,,,91601,,,,,¶Ö,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G121578012000,,,,,,¶Ö,,,,,163,,,,,406129,266603,,,,¶Ö,¶Ö,,,,68.95,105.85,,,,2.72,,,,,,,,,,,,,,,,,20,,,
520181000000G121578128900,13511101,,,,,¶Ö,,,,,9.28,,,,,135101,,,,,¶Ö,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G121578250500,31763001,,,,,Ç§¿Ë,,,,,1.329,,,,,315201,316906,,,,¶Ö,¶Ö,,,,2188.5,72.5,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G121578304900,31653201,,,,,Ç§¿Ë,,,,,5000000,,,,,315201,313201,,,,¶Ö,¶Ö,,,,5600,800,,,,0.7,,,,,,,,,,,,,,,,,14.69,,,
520181000000G142993002400,461001,,,,,Á¢·½Ã×,,,,,4700000,,,,,461001,,,,,Íò¶Ö,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0025,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,1500,,,,,313102,313103,,,,¶Ö,¶Ö,,,,15000,30000,,,,5,,,,,,,,,,,,,,,,,23,,,
520181000000G1520181G0027,33163099,,,,,¶Ö,,,,,400,,,,,331601,,,,,¶Ö,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0132,90107,,,,,Íò¶Ö,,,,,0.2,,,,,91601,,,,,Íò¶Ö,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0133,90107,,,,,Íò¶Ö,,,,,1.1,,,,,91601,,,,,Íò¶Ö,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0202,15211101,,,,,Ç§Éý,,,,,45,,,,,152103,,,,,¶Ö,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0211,15211101,,,,,Ç§Éý,,,,,70,,,,,152101,,,,,¶Ö,,,,,153,,,,,2,,,,,,,,,,,,,,,,,21,,,
520181000000G1520181G0218,15211101,,,,,Ç§Éý,,,,,64,,,,,152103,,,,,¶Ö,,,,,130,,,,,2,,,,,,,,,,,,,,,,,21,,,
520181000000G1520181G0219,15211101,,,,,Ç§Éý,,,,,70,,,,,152103,,,,,¶Ö,,,,,153,,,,,2,,,,,,,,,,,,,,,,,21,,,
520181000000G1520181G0225,1015401109,,,,,¶Ö,,,,,9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0260,1015401101,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö,,,,,23000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0261,1015401101,,,,,¶Ö,,,,,10000,,,,,101904,,,,,¶Ö,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0262,1015401101,,,,,¶Ö,,,,,12000,,,,,101904,,,,,¶Ö,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0366,31336010,3133605099,,,,Æ½·½Ã×/Ç§¿Ë,Æ½·½Ã×/Ç§¿Ë,,,,50,24,,,,313301,,,,,·½,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0367,101540,,,,,¶Ö,,,,,20000,,,,,101904,,,,,·½,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0379,1015401101,,,,,¶Ö,,,,,20000,,,,,101904,,,,,¶Ö,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0380,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,8000,,,,,101903,312303,,,,¶Ö,¶Ö,,,,1000,400,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G1520181G0381,26614310,,,,,¶Ö,,,,,350,,,,,315201,261203,266108,261417,,¶Ö,¶Ö,¶Ö,¶Ö,,88,253,39,8,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G1520181G3680,3121601002,,,,,¿é/¶Ö,,,,,20,,,,,312301,313103,,,,¶Ö,¶Ö,,,,50,250,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G162220074400,,,,,,¶Ö,ÍòÁ£,,,,10.8,300,,,,,,,,,¶Ö,ÍòÁ£,,,,10.8,300,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G162224031600,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,8,2,10,1.2,0.8,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,15,19,13.7,10,15,,,,,,,,,,,,,,,,,,,,,
520181000000G162224071100,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,97,2.1,0.82,0.16,,,,,,,¶Ö,¶Ö,¶Ö,¶Ö,,87,0.04,0.03,0.48,,,,,,,,,,,,,,,,,,,,,,
520181000000G166298029800,31311041,,,,,Ç§¿é/Ç§¿Ë,,,,,9000,,,,,,,,,,¶Ö,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G166298412500,61011,,,,,¶Ö,,,,,180000,,,,,61002,,,,,¶Ö,,,,,180000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G166695306X00,26614310,26613305,2662210101,,,¶Ö,¶Ö,¶Ö,,,1670,30,200,,,315201,261203,266108,261417,,¶Ö,¶Ö,¶Ö,¶Ö,,420,1170,198,22,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G167074745300,10110102,,,,,¶Ö,,,,,75600,,,,,101101,,,,,¶Ö,,,,,75600,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G167502892900,30305102,,,,,¶Ö,,,,,2400,,,,,432004,,,,,¶Ö,,,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G167541346000,223001,,,,,¶Ö,,,,,30,,,,,222301,,,,,¶Ö,,,,,80,,,,,5,,,,,,,,,,,,,,,,,20,,,
520181000000G167542963D00,101341,,,,,¶Ö,,,,,12000,,,,,315201,,,,,¶Ö,,,,,15600,,,,,0.015,,,,,,,,,,,,,,,,,0.17,,,
520181000000G168015369100,321011,,,,,¶Ö,,,,,7788,,,,,321001,321011,321009,,,¶Ö,¶Ö,¶Ö,,,9345,6000,6230,,,2.72,,,,0.9,,,,,,,,,,,,,14.69,,,
520181000000G168018000800,2221020499,,,,,¶Ö,,,,,3000,,,,,221017,,,,,¶Ö,,,,,4500,,,,,5,,,,,,,,,,,,,,,,,22,,,
520181000000G168018961900,10154011,,,,,¶Ö,,,,,8000,,,,,101103,,,,,¶Ö,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G168019748300,3128,,,,,Á¢·½Ã×,,,,,300,,,,,,,,,,¶Ö,Ã×,,,,20,8000,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G168396107X00,31346003,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,20,,,,,432006,,,,,Æ½·½Ã×/Ç§¿Ë,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G168842873300,31763001,,,,,Ç§¿Ë,,,,,200000,,,,,316902,,,,,¶Ö,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G170959821400,316530,,,,,Ç§¿Ë,,,,,700,,,,,316907,316903,,,,¶Ö,¶Ö,,,,200,600,,,,1.5,,,,,,,,,,,,,,,,,21.5,,,
520181000000G170959881200,90107,,,,,¶Ö,,,,,20000,,,,,91601,,,,,¶Ö,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G170967924100,451105,,,,,Á¢·½Ã×,,,,,15799,,,,,450001,324002,,,,¶Ö,¶Ö,,,,9777.6,48277.3,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G171431863500,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,21000,,,,,313102,313103,,,,¶Ö,¶Ö,,,,41000,10000,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G171431894200,143070,143070,,,,Íò¸ö,Íò¸ö,,,,100,18,,,,152301,132001,133102,142101,,¶Ö,¶Ö,¶Ö,¶Ö,,200,200,40,35,,0.4,,,,,,,,,,,,,,,,,19.6,,,
520181000000G171433407-x0,17111101,171131,,,,¶Ö,Ã×/Ç§¿Ë,,,,1782,805,,,,171101,171102,,,,¶Ö,¶Ö,,,,464,1319,,,,1.78,,,,,,,,,,,,,,,,,22,,,
520181000000G172210700200,,,,,,ÍòÆ¿,ÍòÆ¿,ÍòÆ¿,,,2600,7000,9000,,,,,,,,¶Ö,¶Ö,,,,1460,178,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G172212581700,90107,,,,,¶Ö,,,,,30000,,,,,91601,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G172213804400,13527002,135270,135270,13524002,135270,¶Ö,¶Ö,¶Ö,¶Ö,¶Ö,16,11,9,9,4,135104,,,,,¶Ö,,,,,114,,,,,3,,,,,,,,,,,,,,,,,25,,,
520181000000G172213823900,311120,,,,,¶Ö,,,,,36012,,,,,311101,311209,311105,,,¶Ö,¶Ö,¶Ö,,,36231,4752,7189,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G172214670600,3131101105,,,,,Ç§¿é/Ç§¿Ë,,,,,8000,,,,,313102,312303,,,,Á¢·½Ã×,Á¢·½Ã×,,,,8800,8000,,,,0.5,,,,,,,,,,,,,,,,,14.69,,,
520181000000G172219324-60,101341,,,,,¶Ö,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G173094884800,1430704199,,,,,¶Ö,,,,,1.1,,,,,135103,133102,,,,½ï,¶Ö,½ï,,,45000,2,4200,,,2,,,,,,,,,,,,,,,,,21,,,
520181000000G173094884801,10110102,,,,,¶Ö,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G173661213000,31763001,,,,,Ç§¿Ë,,,,,18326,,,,,316902,316906,,,,¶Ö,¶Ö,,,,18882,1055,,,,2.72,,,,,,,,,,,,,,,,,14.69,,,
520181000000G173661516301,9010702,,,,,Íò¶Ö,,,,,22.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520181000000G173664308400,27401199,,,,,¶Ö,,,,,45,,,,,,,,,,¶Ö,¶Ö,¶Ö,,,9371.15,4167.85,7820.06,,,,,,,,,,,,,,,,,,,,,,,
520181000000G174110723500,2661431006,2661430102,,,,¶Ö,¶Ö,,,,1077.01,665,,,,266618,264405,266642,,,¶Ö,¶Ö,¶Ö,,,230,1230,400,,,1,,,,,,,,,,,,,,,,,28,,,
